"YEAR","JURISDICTION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES"
2024,"SA","40-64","Speed Fines","Auto camera enforcement",41,0,0
2024,"SA","40-64","Speed Fines","Manual enforcement",106,0,0
2024,"SA","65 and over","Non Wearing Seatbelts","Manual enforcement",3,0,0
2024,"SA","65 and over","Speed Fines","Auto camera enforcement",16,0,0
2024,"SA","65 and over","Speed Fines","Manual enforcement",31,0,0
2024,"SA","65 and over","Unlicensed Driving","Manual enforcement",2,0,0
2024,"SA","Unknown","Speed Fines","Auto camera enforcement",2,0,0
2024,"SA","Unknown","Unlicensed Driving","Manual enforcement",16,0,0
2024,"SA","0-16","Unlicensed Driving","Manual enforcement",0,3,6
2024,"SA","17-25","Non Wearing Seatbelts","Manual enforcement",2,0,0
2024,"SA","17-25","Speed Fines","Auto camera enforcement",4,0,0
2024,"SA","17-25","Speed Fines","Manual enforcement",23,0,0
2024,"SA","17-25","Unlicensed Driving","Manual enforcement",0,18,55
2024,"SA","26-39","Mobile Phone Use","Manual enforcement",1,0,0
2024,"SA","26-39","Speed Fines","Auto camera enforcement",2,0,0
2024,"SA","26-39","Speed Fines","Manual enforcement",38,0,0
2024,"SA","26-39","Unlicensed Driving","Manual enforcement",0,54,129
2024,"SA","40-64","Mobile Phone Use","Manual enforcement",2,0,0
2024,"SA","40-64","Speed Fines","Auto camera enforcement",7,0,0
2024,"SA","40-64","Speed Fines","Manual enforcement",47,0,0
2024,"SA","40-64","Unlicensed Driving","Manual enforcement",0,43,134
2024,"SA","65 and over","Speed Fines","Auto camera enforcement",5,0,0
2024,"SA","65 and over","Speed Fines","Manual enforcement",22,0,0
2024,"SA","65 and over","Unlicensed Driving","Manual enforcement",0,1,12
2024,"SA","Unknown","Unlicensed Driving","Manual enforcement",8,0,0
2024,"SA","17-25","Non Wearing Seatbelts","Manual enforcement",3,0,0
2024,"SA","17-25","Speed Fines","Manual enforcement",42,0,1
2024,"SA","26-39","Non Wearing Seatbelts","Manual enforcement",1,0,0
2024,"SA","26-39","Speed Fines","Manual enforcement",79,0,0
2024,"SA","40-64","Non Wearing Seatbelts","Manual enforcement",6,0,0
2024,"SA","40-64","Speed Fines","Auto camera enforcement",1,0,0
2024,"SA","40-64","Speed Fines","Manual enforcement",74,1,0
2024,"SA","65 and over","Mobile Phone Use","Manual enforcement",1,0,0
2024,"SA","65 and over","Speed Fines","Manual enforcement",13,0,0
2024,"SA","Unknown","Speed Fines","Manual enforcement",1,0,0
2024,"SA","Unknown","Unlicensed Driving","Manual enforcement",6,0,0
2024,"TAS","0-16","Speed Fines","Manual enforcement",0,0,1
2024,"TAS","0-16","Unlicensed Driving","Manual enforcement",0,1,2
2024,"TAS","17-25","Mobile Phone Use","Auto camera enforcement",13,0,0
2024,"TAS","17-25","Mobile Phone Use","Manual enforcement",22,0,1
2024,"TAS","17-25","Non Wearing Seatbelts","Auto camera enforcement",53,0,0
2024,"TAS","17-25","Non Wearing Seatbelts","Manual enforcement",16,0,1
2024,"TAS","17-25","Speed Fines","Auto camera enforcement",444,0,0
2024,"TAS","17-25","Speed Fines","Manual enforcement",274,0,14
2024,"TAS","17-25","Unlicensed Driving","Manual enforcement",2,0,29
2024,"TAS","26-39","Mobile Phone Use","Auto camera enforcement",58,0,0
2024,"TAS","26-39","Mobile Phone Use","Manual enforcement",52,0,3
2024,"TAS","26-39","Non Wearing Seatbelts","Auto camera enforcement",141,0,0
2024,"TAS","26-39","Non Wearing Seatbelts","Manual enforcement",21,0,2
2024,"TAS","26-39","Speed Fines","Auto camera enforcement",1291,0,0
2024,"TAS","26-39","Speed Fines","Manual enforcement",472,0,8
2024,"TAS","26-39","Unlicensed Driving","Manual enforcement",8,0,73
2024,"TAS","40-64","Mobile Phone Use","Auto camera enforcement",61,0,0
2024,"TAS","40-64","Mobile Phone Use","Manual enforcement",24,0,3
2024,"TAS","40-64","Non Wearing Seatbelts","Auto camera enforcement",148,0,0
2024,"TAS","40-64","Non Wearing Seatbelts","Manual enforcement",21,0,2
2024,"TAS","40-64","Speed Fines","Auto camera enforcement",1737,0,0
2024,"TAS","40-64","Speed Fines","Manual enforcement",545,0,7
2024,"TAS","40-64","Unlicensed Driving","Manual enforcement",6,0,39
2024,"TAS","65 and over","Mobile Phone Use","Auto camera enforcement",10,0,0
2024,"TAS","65 and over","Mobile Phone Use","Manual enforcement",5,0,0
2024,"TAS","65 and over","Non Wearing Seatbelts","Auto camera enforcement",53,0,0
2024,"TAS","65 and over","Non Wearing Seatbelts","Manual enforcement",12,0,4
2024,"TAS","65 and over","Speed Fines","Auto camera enforcement",611,0,0
2024,"TAS","65 and over","Speed Fines","Manual enforcement",192,0,0
2024,"TAS","65 and over","Unlicensed Driving","Manual enforcement",0,0,3
2024,"TAS","Unknown","Non Wearing Seatbelts","Auto camera enforcement",2,0,0
2024,"TAS","Unknown","Speed Fines","Auto camera enforcement",1,0,0
2024,"TAS","Unknown","Speed Fines","Manual enforcement",1,0,0
2024,"VIC","0-16","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Mobile Phone Use","Auto camera enforcement",22,0,0
2024,"VIC","17-25","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Non Wearing Seatbelts","Auto camera enforcement",26,0,0
2024,"VIC","17-25","Speed Fines","Auto camera enforcement",95,0,0
2024,"VIC","17-25","Speed Fines","Auto camera enforcement",571,0,0
2024,"VIC","26-39","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Mobile Phone Use","Auto camera enforcement",120,0,0
2024,"VIC","26-39","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Non Wearing Seatbelts","Auto camera enforcement",90,0,0
2024,"VIC","26-39","Speed Fines","Auto camera enforcement",307,0,0
2024,"VIC","26-39","Speed Fines","Auto camera enforcement",1951,0,0
2024,"VIC","40-64","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Mobile Phone Use","Auto camera enforcement",168,0,0
2024,"VIC","40-64","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Non Wearing Seatbelts","Auto camera enforcement",158,0,0
2024,"VIC","40-64","Speed Fines","Auto camera enforcement",636,0,0
2024,"VIC","40-64","Speed Fines","Auto camera enforcement",3200,0,0
2024,"VIC","65 and over","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Mobile Phone Use","Auto camera enforcement",24,0,0
2024,"VIC","65 and over","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Non Wearing Seatbelts","Auto camera enforcement",94,0,0
2024,"VIC","65 and over","Speed Fines","Auto camera enforcement",242,0,0
2024,"VIC","65 and over","Speed Fines","Auto camera enforcement",1473,0,0
2024,"VIC","Unknown","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Mobile Phone Use","Auto camera enforcement",147,0,0
2024,"VIC","Unknown","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Non Wearing Seatbelts","Auto camera enforcement",122,0,0
2024,"VIC","Unknown","Speed Fines","Auto camera enforcement",48,0,0
2024,"VIC","Unknown","Speed Fines","Auto camera enforcement",120,0,0
2024,"VIC","0-16","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Mobile Phone Use","Auto camera enforcement",311,0,0
2024,"VIC","17-25","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Non Wearing Seatbelts","Auto camera enforcement",268,0,0
2024,"VIC","17-25","Speed Fines","Auto camera enforcement",2626,0,0
2024,"VIC","17-25","Speed Fines","Auto camera enforcement",2537,0,0
2024,"VIC","26-39","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Mobile Phone Use","Auto camera enforcement",1707,0,0
2024,"VIC","26-39","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Non Wearing Seatbelts","Auto camera enforcement",1083,0,0
2024,"VIC","26-39","Speed Fines","Auto camera enforcement",10462,0,0
2024,"VIC","26-39","Speed Fines","Auto camera enforcement",9660,0,0
2024,"VIC","40-64","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Mobile Phone Use","Auto camera enforcement",2134,0,0
2024,"VIC","40-64","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Non Wearing Seatbelts","Auto camera enforcement",1519,0,0
2024,"VIC","40-64","Speed Fines","Auto camera enforcement",17525,0,0
2024,"VIC","40-64","Speed Fines","Auto camera enforcement",15006,0,0
2024,"VIC","65 and over","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Mobile Phone Use","Auto camera enforcement",299,0,0
2024,"VIC","65 and over","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Non Wearing Seatbelts","Auto camera enforcement",477,0,0
2024,"VIC","65 and over","Speed Fines","Auto camera enforcement",5350,0,0
2024,"VIC","65 and over","Speed Fines","Auto camera enforcement",4582,0,0
2024,"VIC","Unknown","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Mobile Phone Use","Auto camera enforcement",1720,0,0
2024,"VIC","Unknown","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Non Wearing Seatbelts","Auto camera enforcement",1236,0,0
2024,"VIC","Unknown","Speed Fines","Auto camera enforcement",845,0,0
2024,"VIC","Unknown","Speed Fines","Auto camera enforcement",653,0,0
2024,"VIC","0-16","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Speed Fines","Auto camera enforcement",1,0,0
2024,"VIC","17-25","Speed Fines","Auto camera enforcement",97,0,0
2024,"VIC","26-39","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Speed Fines","Auto camera enforcement",13,0,0
2024,"VIC","26-39","Speed Fines","Auto camera enforcement",322,0,0
2024,"VIC","40-64","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Speed Fines","Auto camera enforcement",16,0,0
2024,"VIC","40-64","Speed Fines","Auto camera enforcement",543,0,0
2024,"VIC","65 and over","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Speed Fines","Auto camera enforcement",3,0,0
2024,"VIC","65 and over","Speed Fines","Auto camera enforcement",268,0,0
2024,"VIC","Unknown","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Speed Fines","Auto camera enforcement",3,0,0
2024,"VIC","Unknown","Speed Fines","Auto camera enforcement",29,0,0
2024,"VIC","0-16","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Speed Fines","Auto camera enforcement",1,0,0
2024,"VIC","40-64","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Speed Fines","Auto camera enforcement",2,0,0
2024,"VIC","65 and over","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Speed Fines","Auto camera enforcement",1,0,0
2024,"VIC","Unknown","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Non Wearing Seatbelts","Manual enforcement",1,0,0
2024,"VIC","0-16","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","0-16","Speed Fines","Manual enforcement",2,0,0
2024,"VIC","0-16","Unlicensed Driving","Manual enforcement",7,0,0
2024,"VIC","17-25","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Mobile Phone Use","Manual enforcement",286,0,0
2024,"VIC","17-25","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Non Wearing Seatbelts","Manual enforcement",76,0,0
2024,"VIC","17-25","Speed Fines","Auto camera enforcement",291,0,0
2024,"VIC","17-25","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","17-25","Speed Fines","Manual enforcement",1756,0,0
2024,"VIC","17-25","Unlicensed Driving","Manual enforcement",167,0,0
2024,"VIC","26-39","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Mobile Phone Use","Manual enforcement",659,0,0
2024,"VIC","26-39","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Non Wearing Seatbelts","Manual enforcement",205,0,0
2024,"VIC","26-39","Speed Fines","Auto camera enforcement",754,0,0
2024,"VIC","26-39","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","26-39","Speed Fines","Manual enforcement",3417,0,0
2024,"VIC","26-39","Unlicensed Driving","Manual enforcement",272,0,0
2024,"VIC","40-64","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Mobile Phone Use","Manual enforcement",537,0,0
2024,"VIC","40-64","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Non Wearing Seatbelts","Manual enforcement",166,0,0
2024,"VIC","40-64","Speed Fines","Auto camera enforcement",1006,0,0
2024,"VIC","40-64","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","40-64","Speed Fines","Manual enforcement",3944,0,0
2024,"VIC","40-64","Unlicensed Driving","Manual enforcement",159,0,0
2024,"VIC","65 and over","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Mobile Phone Use","Manual enforcement",61,0,0
2024,"VIC","65 and over","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Non Wearing Seatbelts","Manual enforcement",35,0,0
2024,"VIC","65 and over","Speed Fines","Auto camera enforcement",255,0,0
2024,"VIC","65 and over","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","65 and over","Speed Fines","Manual enforcement",977,0,0
2024,"VIC","65 and over","Unlicensed Driving","Manual enforcement",17,0,0
2024,"VIC","Unknown","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Mobile Phone Use","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Non Wearing Seatbelts","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Speed Fines","Auto camera enforcement",47,0,0
2024,"VIC","Unknown","Speed Fines","Auto camera enforcement",0,0,0
2024,"VIC","Unknown","Speed Fines","Manual enforcement",2,0,0
2024,"VIC","Unknown","Unlicensed Driving","Manual enforcement",1,0,0
2024,"WA","0-16","Speed Fines","Auto camera enforcement",1,0,0
2024,"WA","0-16","Speed Fines","Auto camera enforcement",2,0,0
2024,"WA","0-16","Speed Fines","Auto camera enforcement",21,0,0
2024,"WA","0-16","Speed Fines","Auto camera enforcement",2,0,0
2024,"WA","0-16","Speed Fines","Unknown",0,0,1
2024,"WA","0-16","Unlicensed Driving","Manual enforcement",0,10,28
2024,"WA","17-25","Mobile Phone Use","Manual enforcement",86,0,0
2024,"WA","17-25","Mobile Phone Use","Unknown",0,0,3
2024,"WA","17-25","Non Wearing Seatbelts","Manual enforcement",36,0,0
2024,"WA","17-25","Non Wearing Seatbelts","Unknown",0,1,8
2024,"WA","17-25","Speed Fines","Auto camera enforcement",197,0,0
2024,"WA","17-25","Speed Fines","Auto camera enforcement",778,0,0
2024,"WA","17-25","Speed Fines","Auto camera enforcement",4071,0,0
2024,"WA","17-25","Speed Fines","Manual enforcement",837,0,0
2024,"WA","17-25","Speed Fines","Auto camera enforcement",604,0,0
2024,"WA","17-25","Speed Fines","Unknown",0,0,38
2024,"WA","17-25","Unlicensed Driving","Manual enforcement",41,30,326
2024,"WA","26-39","Mobile Phone Use","Manual enforcement",192,0,0
2024,"WA","26-39","Mobile Phone Use","Unknown",0,0,8
2024,"WA","26-39","Non Wearing Seatbelts","Manual enforcement",76,0,0
2024,"WA","26-39","Non Wearing Seatbelts","Unknown",0,0,16
2024,"WA","26-39","Speed Fines","Auto camera enforcement",543,0,0
2024,"WA","26-39","Speed Fines","Auto camera enforcement",2637,0,0
2024,"WA","26-39","Speed Fines","Auto camera enforcement",10636,0,0
2024,"WA","26-39","Speed Fines","Manual enforcement",1491,0,0
2024,"WA","26-39","Speed Fines","Auto camera enforcement",2262,0,0
2024,"WA","26-39","Speed Fines","Unknown",0,2,40
2024,"WA","26-39","Unlicensed Driving","Manual enforcement",83,74,534
2024,"WA","40-64","Mobile Phone Use","Manual enforcement",114,0,0
2024,"WA","40-64","Mobile Phone Use","Unknown",0,0,5
2024,"WA","40-64","Non Wearing Seatbelts","Manual enforcement",50,0,0
2024,"WA","40-64","Non Wearing Seatbelts","Unknown",0,0,8
2024,"WA","40-64","Speed Fines","Auto camera enforcement",593,0,0
2024,"WA","40-64","Speed Fines","Auto camera enforcement",3962,0,0
2024,"WA","40-64","Speed Fines","Auto camera enforcement",15374,0,0
2024,"WA","40-64","Speed Fines","Manual enforcement",1832,0,0
2024,"WA","40-64","Speed Fines","Auto camera enforcement",4886,0,0
2024,"WA","40-64","Speed Fines","Unknown",0,0,41
2024,"WA","40-64","Unlicensed Driving","Manual enforcement",57,37,357
2024,"WA","65 and over","Mobile Phone Use","Manual enforcement",15,0,0
2024,"WA","65 and over","Non Wearing Seatbelts","Manual enforcement",5,0,0
2024,"WA","65 and over","Speed Fines","Auto camera enforcement",82,0,0
2024,"WA","65 and over","Speed Fines","Auto camera enforcement",962,0,0
2024,"WA","65 and over","Speed Fines","Auto camera enforcement",4035,0,0
2024,"WA","65 and over","Speed Fines","Manual enforcement",361,0,0
2024,"WA","65 and over","Speed Fines","Auto camera enforcement",1586,0,0
2024,"WA","65 and over","Speed Fines","Unknown",0,0,6
2024,"WA","65 and over","Unlicensed Driving","Manual enforcement",6,0,15
2024,"ACT","0-16","Mobile Phone Use","Auto camera enforcement",1,0,0
2024,"ACT","0-16","Speed Fines","Auto camera enforcement",1,0,0
2024,"ACT","0-16","Speed Fines","Manual enforcement",2,0,0
2024,"ACT","0-16","Unlicensed Driving","Manual enforcement",4,1,2
2024,"ACT","17-25","Mobile Phone Use","Auto camera enforcement",614,0,0
2024,"ACT","17-25","Mobile Phone Use","Manual enforcement",3,0,0
2024,"ACT","17-25","Non Wearing Seatbelts","Manual enforcement",2,0,0
2024,"ACT","17-25","Speed Fines","Auto camera enforcement",516,0,0
2024,"ACT","17-25","Speed Fines","Auto camera enforcement",420,0,0
2024,"ACT","17-25","Speed Fines","Manual enforcement",35,1,2
2024,"ACT","17-25","Unlicensed Driving","Manual enforcement",7,6,15
2024,"ACT","26-39","Mobile Phone Use","Auto camera enforcement",1667,0,0
2024,"ACT","26-39","Mobile Phone Use","Manual enforcement",3,0,0
2024,"ACT","26-39","Speed Fines","Auto camera enforcement",1201,0,0
2024,"ACT","26-39","Speed Fines","Auto camera enforcement",932,0,0
2024,"ACT","26-39","Speed Fines","Manual enforcement",46,0,2
2024,"ACT","26-39","Unlicensed Driving","Manual enforcement",5,5,26
2024,"ACT","40-64","Mobile Phone Use","Auto camera enforcement",1537,0,0
2024,"ACT","40-64","Speed Fines","Auto camera enforcement",1927,0,0
2024,"ACT","40-64","Speed Fines","Auto camera enforcement",1183,0,0
2024,"ACT","40-64","Speed Fines","Manual enforcement",45,0,2
2024,"ACT","40-64","Unlicensed Driving","Manual enforcement",7,5,20
2024,"ACT","65 and over","Mobile Phone Use","Auto camera enforcement",160,0,0
2024,"ACT","65 and over","Speed Fines","Auto camera enforcement",602,0,0
2024,"ACT","65 and over","Speed Fines","Auto camera enforcement",371,0,0
2024,"ACT","65 and over","Speed Fines","Manual enforcement",6,0,0
2024,"ACT","Unknown","Mobile Phone Use","Auto camera enforcement",106,0,0
2024,"ACT","Unknown","Speed Fines","Auto camera enforcement",95,0,0
2024,"ACT","Unknown","Speed Fines","Auto camera enforcement",45,0,0
2024,"NSW","0-16","Non Wearing Seatbelts","Manual enforcement",1,0,0
2024,"NSW","0-16","Speed Fines","Manual enforcement",3,0,0
2024,"NSW","0-16","Unlicensed Driving","Manual enforcement",2,0,6
2024,"NSW","17-25","Mobile Phone Use","Manual enforcement",52,0,1
2024,"NSW","17-25","Non Wearing Seatbelts","Manual enforcement",71,0,6
2024,"NSW","17-25","Speed Fines","Manual enforcement",1679,0,11
2024,"NSW","17-25","Unlicensed Driving","Manual enforcement",43,0,147
2024,"NSW","26-39","Mobile Phone Use","Manual enforcement",51,0,0
2024,"NSW","26-39","Non Wearing Seatbelts","Manual enforcement",116,0,2
2024,"NSW","26-39","Speed Fines","Manual enforcement",2451,0,9
2024,"NSW","26-39","Unlicensed Driving","Manual enforcement",83,0,253
2024,"NSW","40-64","Mobile Phone Use","Manual enforcement",51,0,0
2024,"NSW","40-64","Non Wearing Seatbelts","Manual enforcement",70,0,0
2024,"NSW","40-64","Speed Fines","Manual enforcement",2385,0,6
2024,"NSW","40-64","Unlicensed Driving","Manual enforcement",60,0,176
2024,"NSW","65 and over","Mobile Phone Use","Manual enforcement",4,0,0
2024,"NSW","65 and over","Non Wearing Seatbelts","Manual enforcement",20,0,0
2024,"NSW","65 and over","Speed Fines","Manual enforcement",569,0,1
2024,"NSW","65 and over","Unlicensed Driving","Manual enforcement",10,0,7
2024,"NSW","0-16","Mobile Phone Use","Manual enforcement",3,0,0
2024,"NSW","0-16","Non Wearing Seatbelts","Manual enforcement",1,0,0
2024,"NSW","0-16","Speed Fines","Manual enforcement",9,0,2
2024,"NSW","0-16","Unlicensed Driving","Manual enforcement",4,0,20
2024,"NSW","17-25","Mobile Phone Use","Manual enforcement",454,0,7
2024,"NSW","17-25","Non Wearing Seatbelts","Manual enforcement",115,0,1
2024,"NSW","17-25","Speed Fines","Manual enforcement",2548,0,49
2024,"NSW","17-25","Unlicensed Driving","Manual enforcement",169,0,455
2024,"NSW","26-39","Mobile Phone Use","Manual enforcement",470,0,9
2024,"NSW","26-39","Non Wearing Seatbelts","Manual enforcement",201,0,4
2024,"NSW","26-39","Speed Fines","Manual enforcement",2691,0,38
